Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Football Club 6B,Hong Kong Football Club 6A,Hong Kong Football Club (HKFC),1,09/10/2019,2-3,"['2-3', '0-3', '3-2', '1-3', '3-2']",2,3,9,13
Twister 1,Kinetic 1,HK Squash Centre (HKSC),2,16/10/2019,3-2,"['1-3', '3-0', '3-0', '3-0', '0-3']",3,2,10,6
Ricci Hall Old Boys' Association,Hong Kong Football Club 6B,Cornwall Street (CSPSC),2,16/10/2019,0-5,"['1-3', '1-3', '0-3', '0-3', '1-3']",0,5,3,15
Global 1,Andy and Friends 1,Harbour Road (HRSC),2,16/10/2019,2-3,"['1-3', '0-3', '3-0', '3-2', '1-3']",2,3,8,11
Hong Kong Cricket Club 6,HKU 1,Hong Kong Cricket Club (HKCC),2,16/10/2019,3-2,"['1-3', '3-1', '1-3', '3-0', '3-0']",3,2,11,7
Hong Kong Football Club 6A,HEAD SHATIN 2,Hong Kong Football Club (HKFC),2,16/10/2019,2-3,"['3-0', '2-3', '2-3', '3-1', '1-3']",2,3,11,10
HEAD SHATIN 2,Hong Kong Cricket Club 6,Cornwall Street (CSPSC),3,23/10/2019,3-2,"['2-3', '3-1', '3-1', '1-3', '3-0']",3,2,12,8
Andy and Friends 1,Hong Kong Football Club 6A,Cornwall Street (CSPSC),3,23/10/2019,2-3,"['0-3', '3-1', '3-1', '1-3', '0-3']",2,3,7,11
Twister 1,Ricci Hall Old Boys' Association,Cornwall Street (CSPSC),3,23/10/2019,2-3,"['0-3', '2-3', '1-3', '3-0', '3-0']",2,3,9,9
HKU 1,Kinetic 1,HK Squash Centre (HKSC),3,23/10/2019,0-5,"['1-3', '2-3', '1-3', '1-3', '0-3']",0,5,5,15
Hong Kong Football Club 6B,Global 1,Hong Kong Football Club (HKFC),3,23/10/2019,4-1,"['3-1', '3-0', '3-0', '2-3', '3-2']",4,1,14,6
Kinetic 1,HEAD SHATIN 2,Cornwall Street (CSPSC),4,30/10/2019,2-3,"['1-3', '3-1', '3-0', 'CR', 'CR']",2,3,7,10
Ricci Hall Old Boys' Association,HKU 1,Cornwall Street (CSPSC),4,30/10/2019,1-4,"['3-0', '2-3', '0-3', '1-3', '0-3']",1,4,6,12
Global 1,Hong Kong Football Club 6A,Harbour Road (HRSC),4,30/10/2019,0-5,"['0-3', '0-3', '0-3', '1-3', '1-3']",0,5,2,15
Hong Kong Cricket Club 6,Andy and Friends 1,Hong Kong Cricket Club (HKCC),4,30/10/2019,4-1,"['3-1', '3-1', '1-3', '3-0', '3-1']",4,1,13,6
Hong Kong Football Club 6B,Twister 1,Hong Kong Football Club (HKFC),4,30/10/2019,4-1,"['3-0', '1-3', '3-0', '3-0', '3-0']",4,1,13,3
Andy and Friends 1,Kinetic 1,Cornwall Street (CSPSC),5,06/11/2019,3-2,"['3-0', '1-3', '2-3', '3-0', '3-0']",3,2,12,6
HEAD SHATIN 2,Ricci Hall Old Boys' Association,Pei Ho Street (PHSSC),5,06/11/2019,4-1,"['1-3', '3-1', '3-2', '3-0', '3-0']",4,1,13,6
Twister 1,Global 1,Cornwall Street (CSPSC),5,06/11/2019,3-2,"['3-1', '3-0', '0-3', '3-2', '2-3']",3,2,11,9
HKU 1,Hong Kong Football Club 6B,HK Squash Centre (HKSC),5,06/11/2019,1-4,"['0-3', '3-2', '0-3', '1-3', '0-3']",1,4,4,14
Hong Kong Football Club 6A,Hong Kong Cricket Club 6,Hong Kong Football Club (HKFC),5,06/11/2019,5-0,"['3-0', '3-2', '3-0', '3-1', '3-0']",5,0,15,3
Andy and Friends 1,Hong Kong Football Club 6B,Cornwall Street (CSPSC),6,20/11/2019,1-4,"['0-3', '1-3', '0-3', '3-0', '0-3']",1,4,4,12
HEAD SHATIN 2,Twister 1,Cornwall Street (CSPSC),6,20/11/2019,5-0,"['3-1', '3-0', '3-1', '3-1', '3-1']",5,0,15,4
Global 1,HKU 1,Harbour Road (HRSC),6,20/11/2019,3-2,"['3-1', '0-3', '2-3', '3-0', '3-0']",3,2,11,7
Hong Kong Cricket Club 6,Kinetic 1,Hong Kong Cricket Club (HKCC),6,20/11/2019,3-2,"['3-0', '2-3', '3-0', '2-3', '3-1']",3,2,13,7
Hong Kong Football Club 6A,Ricci Hall Old Boys' Association,Hong Kong Football Club (HKFC),6,20/11/2019,4-1,"['2-3', '3-1', '3-0', '3-0', '3-2']",4,1,14,6
