Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
The Zero Squash Club D19,PERRIER SERGIO TACCHINI KCC 8,Cornwall Street (CSPSC),1,12/10/2019,5-0,"['3-0', '3-0', '3-0', '3-0', 'CR']",5,0,15,0
Spark 5,Perrier Mix,HK Squash Centre (HKSC),1,12/10/2019,5-0,"['WO', 'WO', 'CR', 'CR', 'CR']",5,0,15,0
Vitality Squash 3,Hong Kong Cricket Club 19,HK Squash Centre (HKSC),1,12/10/2019,4-1,"['3-1', '3-0', '1-3', '3-2', '3-2']",4,1,13,8
Kwai Tsing District Squash Club 3,The Zero Squash Club D19,Cornwall Street (CSPSC),2,19/10/2019,2-3,"['0-3', '3-0', '3-2', '0-3', '0-3']",2,3,6,11
Perrier Mix,Vitality Squash 3,HK Squash Centre (HKSC),2,19/10/2019,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
PERRIER SERGIO TACCHINI KCC 8,Spark 5,Kowloon Cricket Club (KCC),2,19/10/2019,1-4,"['0-3', '0-3', '3-2', '0-3', '0-3']",1,4,3,14
Vitality Squash 3,Kwai Tsing District Squash Club 3,HK Squash Centre (HKSC),3,23/11/2019,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
The Zero Squash Club D19,Spark 5,Cornwall Street (CSPSC),3,23/11/2019,5-0,"['3-0', '3-0', '3-0', '3-0', 'CR']",5,0,15,0
PERRIER SERGIO TACCHINI KCC 8,Hong Kong Cricket Club 19,Kowloon Cricket Club (KCC),3,23/11/2019,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
PERRIER SERGIO TACCHINI KCC 8,Perrier Mix,Kowloon Cricket Club (KCC),4,30/11/2019,4-1,"['3-0', '3-0', '0-3', '3-0', 'WO']",4,1,12,3
The Zero Squash Club D19,Vitality Squash 3,Cornwall Street (CSPSC),4,30/11/2019,4-1,"['3-1', '3-0', '3-2', '3-0', '0-3']",4,1,12,6
Hong Kong Cricket Club 19,Kwai Tsing District Squash Club 3,Hong Kong Cricket Club (HKCC),4,30/11/2019,4-1,"['3-0', '3-0', '3-0', '3-0', '0-3']",4,1,12,3
Perrier Mix,The Zero Squash Club D19,HK Squash Centre (HKSC),5,07/12/2019,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Hong Kong Cricket Club 19,Spark 5,Hong Kong Cricket Club (HKCC),5,07/12/2019,4-1,"['3-0', '3-0', '3-0', '2-3', '3-0']",4,1,14,3
PERRIER SERGIO TACCHINI KCC 8,Kwai Tsing District Squash Club 3,Kowloon Cricket Club (KCC),5,07/12/2019,0-5,"['0-3', '0-3', '1-3', '0-3', '0-3']",0,5,1,15
Hong Kong Cricket Club 19,The Zero Squash Club D19,Hong Kong Cricket Club (HKCC),6,14/12/2019,4-1,"['3-1', '1-3', '3-0', '3-0', '3-1']",4,1,13,5
Kwai Tsing District Squash Club 3,Perrier Mix,Cornwall Street (CSPSC),6,14/12/2019,5-0,"['3-0', '3-0', 'WO', 'WO', 'WO']",5,0,15,0
Vitality Squash 3,Spark 5,HK Squash Centre (HKSC),6,14/12/2019,5-0,"['3-0', '3-0', '3-0', '3-0', '3-1']",5,0,15,1
Spark 5,Kwai Tsing District Squash Club 3,HK Squash Centre (HKSC),7,21/12/2019,2-3,"['1-3', '1-3', '1-3', '3-0', 'CR']",2,3,6,12
Kwai Tsing District Squash Club 3,PERRIER SERGIO TACCHINI KCC 8,Cornwall Street (CSPSC),8,04/01/2020,4-1,"['3-0', '3-0', '2-3', '3-0', '3-0']",4,1,14,3
The Zero Squash Club D19,Perrier Mix,Cornwall Street (CSPSC),8,04/01/2020,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
Spark 5,Hong Kong Cricket Club 19,HK Squash Centre (HKSC),8,04/01/2020,1-4,"['0-3', '1-3', '0-3', '1-3', 'CR']",1,4,2,15
Perrier Mix,Spark 5,HK Squash Centre (HKSC),9,11/01/2020,1-4,"['2-3', '3-2', '0-3', '0-3', '0-3']",1,4,5,14
Hong Kong Cricket Club 19,Vitality Squash 3,Hong Kong Cricket Club (HKCC),9,11/01/2020,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12
PERRIER SERGIO TACCHINI KCC 8,The Zero Squash Club D19,Kowloon Cricket Club (KCC),9,11/01/2020,1-4,"['0-3', '0-3', '0-3', '3-0', '0-3']",1,4,3,12
The Zero Squash Club D19,Kwai Tsing District Squash Club 3,Kwun Chung (KCSC),10,18/01/2020,4-1,"['3-0', '3-0', '3-0', '3-1', '1-3']",4,1,13,4
Vitality Squash 3,Perrier Mix,HK Squash Centre (HKSC),10,18/01/2020,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
