Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
HEAD SHATIN 7,Diocesan,Cornwall Street (CSPSC),1,12/10/2019,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Football Club 19,TNG 4,Hong Kong Football Club (HKFC),1,12/10/2019,2-3,"['2-3', '1-3', '1-3', '3-0', '3-0']",2,3,10,9
KYS 2,North District Sport Association 2,HK Squash Centre (HKSC),1,12/10/2019,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
i-Mask Advance Squash Club 13,TNG 4,Cornwall Street (CSPSC),2,19/10/2019,1-4,"['0-3', '0-3', '0-3', '3-1', '0-3']",1,4,3,13
North District Sport Association 2,HEAD SHATIN 7,Cornwall Street (CSPSC),2,19/10/2019,3-2,"['2-3', '3-0', '0-3', '3-2', '3-0']",3,2,11,8
KYS 2,Hong Kong Football Club 19,HK Squash Centre (HKSC),2,19/10/2019,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
TNG 4,KYS 2,Cornwall Street (CSPSC),3,23/11/2019,5-0,"['3-0', '3-0', '3-0', '3-0', 'CR']",5,0,15,0
i-Mask Advance Squash Club 13,HEAD SHATIN 7,Cornwall Street (CSPSC),3,23/11/2019,1-4,"['0-3', '0-3', '0-3', '3-1', 'CR']",1,4,3,13
Hong Kong Football Club 19,Diocesan,Hong Kong Football Club (HKFC),3,23/11/2019,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
North District Sport Association 2,Hong Kong Football Club 19,Cornwall Street (CSPSC),4,30/11/2019,4-1,"['3-0', '3-0', '3-1', '3-0', '1-3']",4,1,13,4
HEAD SHATIN 7,TNG 4,Cornwall Street (CSPSC),4,30/11/2019,2-3,"['2-3', '3-0', '2-3', '3-0', '2-3']",2,3,12,9
Diocesan,i-Mask Advance Squash Club 13,Cornwall Street (CSPSC),4,30/11/2019,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15
Diocesan,KYS 2,Cornwall Street (CSPSC),5,07/12/2019,3-2,"['3-0', '3-2', '0-3', '2-3', 'CR']",3,2,11,8
North District Sport Association 2,TNG 4,Cornwall Street (CSPSC),5,07/12/2019,1-4,"['2-3', '0-3', '0-3', '3-0', '2-3']",1,4,7,12
Hong Kong Football Club 19,i-Mask Advance Squash Club 13,Hong Kong Football Club (HKFC),5,07/12/2019,3-2,"['3-1', '0-3', '2-3', '3-0', 'CR']",3,2,11,7
i-Mask Advance Squash Club 13,North District Sport Association 2,Cornwall Street (CSPSC),6,14/12/2019,1-4,"['0-3', '0-3', '0-3', '3-0', '1-3']",1,4,4,12
TNG 4,Diocesan,Cornwall Street (CSPSC),6,14/12/2019,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
KYS 2,HEAD SHATIN 7,HK Squash Centre (HKSC),6,14/12/2019,3-2,"['0-3', '0-3', '3-0', '3-1', '3-2']",3,2,9,9
Diocesan,North District Sport Association 2,Cornwall Street (CSPSC),7,21/12/2019,0-5,"['0-3', '0-3', '0-3', '0-3', 'WO']",0,5,0,15
KYS 2,i-Mask Advance Squash Club 13,HK Squash Centre (HKSC),7,21/12/2019,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0,5,2,15
TNG 4,North District Sport Association 2,Cornwall Street (CSPSC),8,04/01/2020,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
i-Mask Advance Squash Club 13,Hong Kong Football Club 19,Cornwall Street (CSPSC),8,04/01/2020,3-2,"['1-3', '0-3', '3-0', '3-1', 'CR']",3,2,10,7
KYS 2,Diocesan,HK Squash Centre (HKSC),8,04/01/2020,3-2,"['3-0', '0-3', '3-0', '3-0', '2-3']",3,2,11,6
North District Sport Association 2,KYS 2,Cornwall Street (CSPSC),9,11/01/2020,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Diocesan,HEAD SHATIN 7,Kwun Chung (KCSC),9,11/01/2020,1-4,"['0-3', '3-2', '0-3', '0-3', 'CR']",1,4,3,14
TNG 4,Hong Kong Football Club 19,Cornwall Street (CSPSC),9,11/01/2020,3-2,"['3-2', '3-0', '3-1', '0-3', '0-3']",3,2,9,9
TNG 4,i-Mask Advance Squash Club 13,HK Squash Centre (HKSC),10,18/01/2020,0-5,"['1-3', '0-3', '0-3', '0-3', 'CR']",0,5,1,15
HEAD SHATIN 7,North District Sport Association 2,HK Squash Centre (HKSC),10,18/01/2020,2-3,"['3-1', '2-3', '0-3', '1-3', '3-0']",2,3,9,10
Hong Kong Football Club 19,KYS 2,Hong Kong Football Club (HKFC),10,18/01/2020,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
