Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
JESSICA L3,44.44444444444444,83.33333333333334,55.55555555555556,61.111111111111114,54
Hong Kong Cricket Club Rockettes,44.44444444444444,66.66666666666666,58.82352941176471,56.644880174291934,53
i-Mask Advance Squash Club L3,55.55555555555556,52.94117647058824,57.14285714285714,55.21319638966698,49
Hong Kong Football Club L3B,66.66666666666666,38.88888888888889,29.411764705882355,44.98910675381263,53
Hong Kong Football Club L3C,61.111111111111114,33.33333333333333,37.5,43.98148148148149,52
Hong Kong Football Club L3A,27.77777777777778,23.52941176470588,62.5,37.93572984749455,51
