Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Football Club L2A,26.66666666666667,0.0,40.0,0.0,16.666666666666668
Hong Kong Football Club L2C,33.33333333333333,0.0,13.333333333333329,0.0,11.666666666666664
Kowloon Cricket Club L2,4.166666666666657,-16.666666666666657,37.5,8.57142857142857,8.392857142857139
Hong Kong Football Club L2B,26.66666666666667,-6.666666666666657,-6.666666666666657,-20.0,-1.6666666666666572
JESSICA L2,16.666666666666657,-20.833333333333343,-8.333333333333343,-21.42857142857143,-8.482142857142861
Hong Kong Cricket Club L2,4.166666666666664,-33.333333333333336,4.166666666666664,-25.0,-12.500000000000002
