Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club D10,50.0,75.0,75.0,50.0,16.666666666666657,53.33333333333333
Mercury,50.0,75.0,25.0,50.0,25.0,45.0
i-Mask Advance Squash Club 4,0.0,50.0,50.0,-50.0,100.0,30.0
Thunder 2,100.0,-50.0,0.0,50.0,0.0,20.0
Bravo D10,50.0,0.0,50.0,0.0,0.0,20.0
Sha Tin 4,0.0,0.0,0.0,0.0,0.0,0.0
RELAY 1,0.0,0.0,0.0,0.0,-50.0,-10.0
Kwai Tsing District Squash Club,16.666666666666657,16.666666666666657,-50.0,-33.33333333333334,-33.33333333333334,-16.66666666666667
Squashathon Advance,25.0,-50.0,-50.0,-25.0,-100.0,-40.0
United Services Recreation Club 3,-80.0,-30.0,-55.0,-35.0,-10.0,-42.0
Banbil,-33.33333333333333,-33.33333333333333,-100.0,-33.33333333333333,-66.66666666666666,-53.33333333333333
