Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
CSD Squash Team,50.0,75.0,0.0,0.0,0.0,25.0
Star River 1,41.66666666666667,33.33333333333334,33.33333333333334,33.33333333333333,-66.66666666666666,15.0
Hong Kong Football Club 12A,0.0,-16.66666666666667,75.0,0.0,-25.0,6.666666666666664
Royal Hong Kong Yacht Club Div 12,-20.0,30.0,30.0,-40.0,0.0,0.0
Latecomers,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 12B,8.333333333333329,8.333333333333329,-16.66666666666667,0.0,-66.66666666666666,-13.333333333333329
Sha Tin 5,-41.66666666666666,8.333333333333343,-75.0,-25.0,0.0,-26.666666666666657
Global Squash 2,-80.0,40.0,-80.0,40.0,-60.0,-28.0
Winter Warriors,25.0,-50.0,-66.66666666666667,-16.66666666666667,-100.0,-41.66666666666667
SKCSC Div 12,-25.0,-75.0,-50.0,-33.33333333333333,-41.66666666666666,-44.99999999999999
Physical Chess 4,-50.0,-66.66666666666667,-66.66666666666667,-75.0,-25.0,-56.66666666666667
