Home Team,Away Team,Venue,Match Week,Date
i-Mask Advance Squash Club 3,BOSS,Cornwall Street Squash Centre,5,2025-11-12
The Squash Club 2,i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,6,2025-11-19
i-Mask Advance Squash Club 3,HKPF Squash Team,Cornwall Street Squash Centre,7,2025-11-26
Hong Kong Football Club 9,The Squash Club 2,HK Squash Centre,7,2025-11-26
Twister,BOSS,Cornwall Street Squash Centre,8,2025-12-10
BOSS,The Squash Club 2,Cornwall Street Squash Centre,9,2025-12-17
Twister,The Squash Club 2,Cornwall Street Squash Centre,10,2026-01-07
BOSS,HKPF Squash Team,Cornwall Street Squash Centre,10,2026-01-07
i-Mask Advance Squash Club 3,Twister,Cornwall Street Squash Centre,11,2026-01-14
HKPF Squash Team,The Squash Club 2,Cornwall Street Squash Centre,11,2026-01-14
Twister,HKPF Squash Team,Cornwall Street Squash Centre,12,2026-01-21
BOSS,Kowloon Cricket Club 9,HK Squash Centre,12,2026-01-21
Kinetic 3,Centre Squash,HK Squash Centre,12,2026-01-21
BOSS,i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,14,2026-02-04
i-Mask Advance Squash Club 3,The Squash Club 2,Cornwall Street Squash Centre,15,2026-02-11
HKPF Squash Team,i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,16,2026-03-04
BOSS,Twister,Cornwall Street Squash Centre,17,2026-03-11
The Squash Club 2,BOSS,Cornwall Street Squash Centre,18,2026-03-18
