Home Team,Away Team,Venue,Match Week,Date
Bolton,Hong Kong Football Club M4A,Masters - HK Squash Centre,7,2025-11-13
Hong Kong Football Club M4B,Hong Kong Football Club M4A,Hong Kong Football Club,10,2025-12-11
WAKO,Bolton,Masters - Harbour Road Sports Centre,14,2026-01-22
