Team,Played,Won,Lost,Points
JESSICA L4,14,11,3,54
JESSICA Mochis,13,10,3,44
Hong Kong Football Club JSA,13,9,4,42
The Squash Club L4,13,8,5,37
Kwai Tsing District Squash Club L4,13,4,9,27
Hong Kong Cricket Club L4,13,6,7,26
Squashathon Ladies,13,5,8,25
Hong Kong Cricket Club Rockettes,13,4,9,20
Hong Kong Football Club L4,13,2,11,19
