Team,Played,Won,Lost,Points
The Squash Club 3,14,13,1,73
Craigengower Cricket Club,13,10,3,53
North District Sports Association 1,14,9,5,53
Arctic Circle,13,9,4,44
X-Alpha 5,14,8,6,44
MM Squash,13,5,8,33
Star River 2,13,3,10,24
Squashathon SocGen,13,2,11,19
Greenfield,13,1,12,16
