Team,Played,Won,Lost,Points
Sha Tin 3,13,11,2,58
i-Mask Advance Squash Club 2,12,10,2,52
Squashathon Zero,13,9,4,52
Physical Chess 3,13,7,6,42
Kinetic 2,13,4,9,31
TOMCAT,13,4,9,30
LONGVIEW,13,0,13,4
