Team,Played,Won,Lost,Points
Kowloon Cricket Club M3,13,12,1,62
Hong Kong Football Club M3A,13,8,5,54
Hong Kong Cricket Club M3,13,8,5,50
Hong Kong Football Club M3B,13,9,4,46
Royal Hong Kong Yacht Club M3,12,5,7,34
Titlows Squash Master,13,2,11,15
OSF,13,1,12,9
