Team,Played,Won,Lost,Points
SKCSC M4,15,12,3,67
WAKO,15,11,4,59
Hong Kong Football Club M4A,15,10,5,56
Kowloon Cricket Club M4,15,9,6,51
Hong Kong Cricket Club M4,15,9,6,50
Hong Kong Football Club M4B,15,8,7,48
United Services Recreation Club M4,15,6,9,48
Bolton,15,4,11,29
Hong Kong Club Blue,15,3,12,24
Royal Hong Kong Yacht Club M4,15,3,12,18
