Team,Played,Won,Lost,Points
Kowloon Cricket Club 2,12,11,1,62
Hong Kong Football Club 2A,12,10,2,47
Hong Kong Football Club 2B,12,5,7,32
Hong Kong Cricket Club D2,12,3,9,22
Young Player 2,12,1,11,16
