Team,Played,Won,Lost,Points
Squashathon Junior,15,10,5,63
Dream Catchers,15,12,3,60
Happy Squash 5,14,10,4,55
TKO Junior 2,14,10,4,52
Vitality Squash 3,14,5,9,32
Electrify Squash Div 15,14,5,9,28
RC,14,4,10,21
NEXUS 4,14,2,12,17
