Team,Played,Won,Lost,Points
X-Alpha 1,15,14,1,75
Kowloon Cricket Club 3B,15,11,4,59
Happy Squash 1,15,9,6,53
NEXUS 1,15,7,8,43
Hong Kong Football Club 3A,15,7,8,42
Kowloon Cricket Club 3A,15,4,11,32
United Services Recreation Club 1,15,5,10,29
Hong Kong Football Club 3B,15,3,12,27
