Team,Played,Won,Lost,Points
JESSICA L3,12,9,3,40
Hong Kong Football Club L3B,12,7,5,35
Hong Kong Cricket Club L3,12,7,5,32
Hong Kong Football Club L3A,12,3,9,22
Hong Kong Football Club L3C,12,4,8,20
