Team,Played,Won,Lost,Points
Kowloon Cricket Club 5,13,13,0,72
ERROR,14,12,2,63
Physical Chess 1,13,10,3,54
Hong Kong Football Club 5,13,6,7,38
United Services Recreation Club 2,13,6,7,37
Squashathon,14,4,10,31
Sha Tin 2,13,3,10,29
Happy Squash 2,13,4,9,24
NEXUS 2,14,2,12,11
