Team,Played,Won,Lost,Points
Happy Squash 4,14,11,3,56
Electrify Squash Div 13,14,9,5,53
Kowloon Cricket Club 13,13,10,3,49
Squashathon One,14,7,7,47
Hong Kong Football Club 13,13,7,6,44
TNG 2,13,6,7,35
Fusion Squash Club 3,13,4,9,32
Yuen Long District Sports Association Limited,13,4,9,24
Kinetic 4,13,2,11,18
