Team,Played,Won,Lost,Points
Hong Kong Cricket Club D15,15,15,0,76
Squash Busters,15,12,3,60
Squashathon X,15,9,6,52
Royal Hong Kong Yacht Club Div 15,15,9,6,49
United Services Recreation Club 4,14,5,9,40
Sha Tin 6,14,6,8,37
North District Sports Association 3,15,3,12,30
HKIS Div 15,15,0,15,3
