Team,Played,Won,Lost,Points
X-Alpha 4,15,13,2,70
Smart Squash 1,14,10,4,55
Happy Squash 3,15,8,7,48
TNG 1,14,8,6,43
Vitality Squash 1,15,5,10,32
Fusion Squash Club 2,15,0,15,12
