Team,Played,Won,Lost,Points
The Squash Club 2,15,13,2,77
Twister,15,12,3,64
Hong Kong Football Club 9,15,10,5,57
Centre Squash,15,11,4,55
i-Mask Advance Squash Club 3,15,9,6,47
The Hong Kong Jockey Club Div 9,15,8,7,44
Kowloon Cricket Club 9,15,5,10,34
HKPF Squash Team,15,3,12,32
Kinetic 3,15,3,12,24
BOSS,15,1,14,16
