Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Kowloon Cricket Club 6A,Kowloon Cricket Club,3.2,2.4,0.8000000000000003
Global Squash 1,HK Squash Centre,2.4444444444444446,1.7777777777777777,0.666666666666667
Hong Kong Football Club 6C,Hong Kong Football Club,2.6666666666666665,2.0,0.6666666666666665
Hong Kong Cricket Club D6,Hong Kong Cricket Club,2.090909090909091,1.4545454545454546,0.6363636363636362
Hong Kong Football Club 6B,Hong Kong Football Club,3.111111111111111,2.7777777777777777,0.3333333333333335
Uncles,Cornwall Street Squash Centre,3.0,2.7,0.2999999999999998
Ladies Recreation Club Div 6,Ladies Recreation Club,2.1818181818181817,1.9090909090909092,0.2727272727272725
Electrify Squash Div 6,HK Squash Centre,1.8888888888888888,1.6666666666666667,0.2222222222222221
Hong Kong Football Club 6A,Hong Kong Football Club,3.6666666666666665,3.5555555555555554,0.11111111111111116
Kowloon Cricket Club 6B,Kowloon Cricket Club,4.5,4.4,0.09999999999999964
Fusion Squash Club 1,HK Squash Centre,1.7777777777777777,1.7777777777777777,0.0
X-Alpha 3,Cornwall Street Squash Centre,1.3,1.9,-0.5999999999999999
