Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Cricket Club L4,0.0,0.0,100.0,33.33333333333333
JESSICA L4,0.0,0.0,0.0,0.0
i-Mask Advance Squash Club L4,0.0,0.0,0.0,0.0
Hong Kong Football Club L4,-100.0,-100.0,-100.0,-100.0
