Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Ladies Recreation Club M2A,0.0,100.0,0.0,0.0,25.0
Ladies Recreation Club M2B,0.0,-100.0,100.0,0.0,0.0
