Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 3A,8,8,0,37,29,11
Young Player 3,8,5,3,32,27,13
Kowloon Cricket Club 3B,7,6,1,29,23,12
Kowloon Cricket Club 3A,7,5,2,29,25,10
Happy Squash 1,7,4,3,22,18,17
TNGX,9,3,6,20,17,28
NEXUS 1,7,2,5,16,14,21
Sha Tin 1,7,1,6,10,9,26
Hong Kong Football Club 3B,8,0,8,8,8,32
