Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 7B,8,5,3,30,25,15
Kowloon Cricket Club 7,7,5,2,26,21,14
The Squash Club 2,7,5,2,26,21,14
Xavier,7,4,3,25,21,14
Physical Chess 2,8,3,5,22,19,21
Hong Kong Cricket Club 6,6,3,3,16,13,17
Twister 2,7,0,7,5,5,30
