Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Royal Hong Kong Yacht Club Div 15,7,6,1,30,24,11
Squashathon One,7,5,2,26,21,14
Hong Kong Cricket Club 8,9,3,6,26,23,22
Physical Chess 5,7,5,2,23,18,17
HKIS Div 15,8,4,4,23,19,21
United Services Recreation Club 4,8,2,6,16,16,24
Sha Tin 7,8,2,6,16,14,26
