Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Sha Tin 3,7,7,0,39,32,3
Hong Kong Football Club 8,8,7,1,34,27,13
Ladies Recreation Club Div 8,7,6,1,29,23,12
Physical Chess 3,8,4,4,25,21,19
Striving Squash,9,4,5,24,20,25
Squashathon Zero,8,3,5,24,21,19
TOMCAT,8,2,6,14,12,28
i-Mask Advance Squash Club 2,7,1,6,13,12,23
Kinetic 2,8,1,7,8,7,33
