Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club L2B,9,8,1,34,26,10
JESSICA L2,9,5,4,32,27,9
Kowloon Cricket Club L2,8,8,0,31,23,9
Hong Kong Football Club L2A,9,1,8,15,14,22
Hong Kong Cricket Club L2,9,3,6,11,8,28
Hong Kong Football Club L2C,8,1,7,6,6,26
