Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M2A,9,8,1,31,23,13
Hong Kong Football Club M2B,8,6,2,28,22,10
Hong Kong Cricket Club M2B,9,4,5,22,18,18
Hong Kong Cricket Club M2A,9,5,4,21,16,20
Ladies Recreation Club M2A,9,1,8,15,14,22
Ladies Recreation Club M2B,8,2,6,12,11,21
