Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Friend Club,8,8,0,39,31,9
i-Mask Advance Squash Club 3,9,7,2,38,31,14
Kwai Tsing District Squash Club,9,6,3,32,26,19
Hong Kong Football Club 9,9,4,5,24,20,25
Kowloon Cricket Club 9,8,4,4,24,20,20
HKPF Squash Team,9,2,7,21,19,26
Centre Squash,9,2,7,18,16,29
The Best Group 2,9,2,7,14,12,33
