Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
TNG 3,Electrify Squash Div 15,Cornwall Street Squash Centre,3,2024-10-19,2.870870870870871,3.129129129129129
RELAY 2,Fusion Squash Club 3,Sir Denys Roberts Squash Court,3,2024-10-19,3.012012012012012,2.987987987987988
i-Mask Advance Squash Club 6,Squashathon MeGa,Cornwall Street Squash Centre,3,2024-10-19,2.947947947947948,3.052052052052052
Squash-On,Serve - Ivors,HK Squash Centre,3,2024-10-19,2.987987987987988,3.012012012012012
Electrify Squash Div 15,Serve - Ivors,HK Squash Centre,4,2024-10-26,3.0870870870870872,2.9129129129129128
Squashathon MeGa,Squash-On,HK Squash Centre,4,2024-10-26,3.08008008008008,2.91991991991992
Fusion Squash Club 3,i-Mask Advance Squash Club 6,HK Squash Centre,4,2024-10-26,3.103103103103103,2.896896896896897
TNG 3,RELAY 2,Cornwall Street Squash Centre,4,2024-10-26,3.1821821821821823,2.8178178178178177
RELAY 2,Electrify Squash Div 15,Sir Denys Roberts Squash Court,5,2024-11-23,2.865865865865866,3.134134134134134
i-Mask Advance Squash Club 6,TNG 3,Cornwall Street Squash Centre,5,2024-11-23,2.918918918918919,3.081081081081081
Squash-On,Fusion Squash Club 3,HK Squash Centre,5,2024-11-23,2.914914914914915,3.085085085085085
Serve - Ivors,Squashathon MeGa,HK Squash Centre,5,2024-11-23,2.992992992992993,3.007007007007007
Electrify Squash Div 15,Squashathon MeGa,Cornwall Street Squash Centre,6,2024-11-30,3.065065065065065,2.934934934934935
Fusion Squash Club 3,Serve - Ivors,Cornwall Street Squash Centre,6,2024-11-30,3.074074074074074,2.925925925925926
TNG 3,Squash-On,Cornwall Street Squash Centre,6,2024-11-30,3.139139139139139,2.860860860860861
RELAY 2,i-Mask Advance Squash Club 6,Sir Denys Roberts Squash Court,6,2024-11-30,2.964964964964965,3.035035035035035
i-Mask Advance Squash Club 6,Electrify Squash Div 15,Cornwall Street Squash Centre,7,2024-12-14,2.962962962962963,3.037037037037037
Squash-On,RELAY 2,HK Squash Centre,7,2024-12-14,3.0720720720720722,2.9279279279279278
Serve - Ivors,TNG 3,HK Squash Centre,7,2024-12-14,2.8418418418418416,3.1581581581581584
Squashathon MeGa,Fusion Squash Club 3,HK Squash Centre,7,2024-12-14,2.991991991991992,3.008008008008008
Electrify Squash Div 15,Fusion Squash Club 3,HK Squash Centre,8,2025-01-04,3.0870870870870872,2.9129129129129128
Squashathon MeGa,TNG 3,HK Squash Centre,8,2025-01-04,2.96996996996997,3.03003003003003
Serve - Ivors,RELAY 2,HK Squash Centre,8,2025-01-04,3.005005005005005,2.994994994994995
Squash-On,i-Mask Advance Squash Club 6,HK Squash Centre,8,2025-01-04,3.023023023023023,2.976976976976977
Squash-On,Electrify Squash Div 15,HK Squash Centre,9,2025-01-11,2.86986986986987,3.13013013013013
i-Mask Advance Squash Club 6,Serve - Ivors,Cornwall Street Squash Centre,9,2025-01-11,3.052052052052052,2.947947947947948
RELAY 2,Squashathon MeGa,Sir Denys Roberts Squash Court,9,2025-01-11,3.0720720720720722,2.9279279279279278
