Team Name,Home,Average Home Score,Average Away Score,home_away_diff
HKIS Div 13,HK Squash Centre,4.333333333333333,1.6,2.733333333333333
i-Mask Advance Squash Club 6,HK Squash Centre,3.6666666666666665,1.8,1.8666666666666665
Bravo D13,Yuen Long Jockey Club Squash Courts,3.25,2.0,1.25
i-Mask Advance Squash Club 7,Cornwall Street Squash Centre,2.8,2.4,0.3999999999999999
Smart Squash 2,Cornwall Street Squash Centre,2.8,2.6666666666666665,0.1333333333333333
Smart Squash 3,Cornwall Street Squash Centre,2.6,2.6,0.0
NEXUS 3,Cornwall Street Squash Centre,1.4,1.5,-0.10000000000000009
Vitality Squash 2,HK Squash Centre,2.0,2.4,-0.3999999999999999
JSA 1,HK Squash Centre,1.5,4.0,-2.5
