Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
North District Sports Association 1,19,18,1,92,74,21,0,13,0,0
Alpha CUHK,19,14,5,84,70,25,0,6,0,0
South China Athletic Association,18,15,3,78,63,27,0,5,0,0
Winter Warriors,19,12,7,73,61,34,4,3,0,1
Hong Kong Football Club 12A,19,14,5,72,58,37,0,12,0,0
Sea Bear,18,12,6,71,59,31,0,3,0,0
ZOMA,18,6,12,43,37,53,0,7,0,1
Star River 2,18,6,12,41,35,55,0,10,0,0
Hong Kong Football Club 12B,19,6,13,40,35,60,5,14,1,0
Hong Kong Racketlon Assoication 2,19,5,14,29,28,67,23,1,0,1
CSD Squash Team,19,2,17,21,21,74,28,0,2,0
Latecomers,19,2,17,16,19,76,15,1,0,0
