Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
Squashathon PLZ,TNG 2,Cornwall Street Squash Centre,19,2025-03-21,2.403340334033403,3.596659665966597
Vitality Squash 3,Royal Hong Kong Yacht Club Div 13,HK Squash Centre,19,2025-03-21,2.5143514351435146,3.4856485648564854
Bravo D13,Arctic Circle,Yuen Long Jockey Club Squash Courts,19,2025-03-21,2.1714171417141714,3.8285828582858286
Royal Hong Kong Yacht Club Div 13,Arctic Circle,Royal Hong Kong Yacht Club,20,2025-03-28,3.4844484448444843,2.5155515551555157
Greenfield,Vitality Squash 3,Cornwall Street Squash Centre,20,2025-03-28,3.6577657765776577,2.3422342234223423
North District Sports Association 2,TNG 1,Cornwall Street Squash Centre,20,2025-03-28,2.371637163716372,3.628362836283628
M&M Squash,Physical Chess 4,Cornwall Street Squash Centre,20,2025-03-28,3.0515051505150517,2.9484948494849483
TNG 2,Star River 3,Cornwall Street Squash Centre,20,2025-03-28,4.436743674367436,1.5632563256325633
Squashathon PLZ,Bravo D13,Cornwall Street Squash Centre,20,2025-03-28,3.9616961696169617,2.0383038303830383
Star River 3,Squashathon PLZ,Cornwall Street Squash Centre,21,2025-04-11,2.0506050605060504,3.9493949394939496
Physical Chess 4,TNG 2,Cornwall Street Squash Centre,21,2025-04-11,1.810981098109811,4.189018901890189
TNG 1,M&M Squash,Cornwall Street Squash Centre,21,2025-04-11,4.31953195319532,1.6804680468046804
Vitality Squash 3,North District Sports Association 2,HK Squash Centre,21,2025-04-11,2.7764776477647763,3.2235223522352237
Arctic Circle,Greenfield,Cornwall Street Squash Centre,21,2025-04-11,2.7845784578457846,3.2154215421542154
Bravo D13,Royal Hong Kong Yacht Club Div 13,Cornwall Street Squash Centre,21,2025-04-11,1.891089108910891,4.108910891089109
TNG 2,Squashathon PLZ,Cornwall Street Squash Centre,22,2025-05-02,3.5913591359135912,2.4086408640864088
M&M Squash,Star River 3,Cornwall Street Squash Centre,22,2025-05-02,3.3342334233423343,2.6657665766576657
North District Sports Association 2,Physical Chess 4,Cornwall Street Squash Centre,22,2025-05-02,3.787078707870787,2.212921292129213
Greenfield,TNG 1,HK Squash Centre,22,2025-05-02,2.6594659465946595,3.3405340534053405
Royal Hong Kong Yacht Club Div 13,Vitality Squash 3,Royal Hong Kong Yacht Club,22,2025-05-02,3.760876087608761,2.239123912391239
Arctic Circle,Bravo D13,Cornwall Street Squash Centre,22,2025-05-02,3.980998099809981,2.019001900190019
