Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Alpha CUHK,1,1,0,6,5,0,0,1,0,0
Hong Kong Football Club 12A,1,1,0,6,5,0,0,0,0,0
South China Athletic Association,1,1,0,5,4,1,0,0,0,0
North District Sports Association 1,1,1,0,4,3,2,0,0,0,0
Star River 2,1,1,0,4,3,2,0,3,0,0
CSD Squash Team,1,1,0,3,3,2,0,0,1,0
Hong Kong Racketlon Assoication 2,1,0,1,2,2,3,0,0,0,1
Sea Bear,1,0,1,2,2,3,0,0,0,0
Winter Warriors,1,0,1,2,2,3,3,0,0,0
ZOMA,1,0,1,1,1,4,0,0,0,0
Hong Kong Football Club 12B,1,0,1,0,0,5,0,0,0,0
Latecomers,1,0,1,0,0,5,1,0,0,0
