Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club L3C,1,1,0,4,3,0,0,0,0,0
i-Mask Advance Squash Club L3,1,0,1,0,0,3,0,0,0,0
