Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Friend Club 3,1,1,0,5,4,1,0,0,0,0
Hong Kong Cricket Club 4,1,1,0,5,4,1,0,0,0,0
United Services Recreation Club 2,1,1,0,5,4,1,0,0,0,0
Hong Kong Football Club 6B,1,1,0,4,3,2,0,0,0,0
Kowloon Cricket Club 6B,1,1,0,4,3,2,0,0,0,0
Hong Kong Football Club 6A,1,0,1,2,2,3,0,0,0,0
Kowloon Cricket Club 6A,1,0,1,2,2,3,0,0,0,0
Global Squash 1,1,0,1,1,1,4,0,0,0,0
Hong Kong Football Club 6C,1,0,1,1,1,4,0,0,0,0
Social Squash Team,1,0,1,1,1,4,0,0,0,0
