Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Electrify Squash Div 15,7,7,0,36,29,6,0,1,0,0
RELAY 2,7,5,2,29,24,11,0,6,0,0
Squash-On,7,5,2,26,21,14,0,4,0,0
Squashathon MeGa,7,4,3,21,17,18,3,5,0,0
Fusion Squash Club 3,7,3,4,19,16,19,0,3,0,0
TNG 3,7,3,4,17,14,21,1,0,0,0
Serve - Ivors,7,1,6,12,11,24,9,0,0,0
i-Mask Advance Squash Club 6,7,0,7,8,8,27,7,1,0,0
