Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
The Squash Club 2,6,5,1,25,20,10,0,0,0,0
Kowloon Cricket Club 7,6,5,1,24,19,11,0,0,0,0
Hong Kong Football Club 7B,6,3,3,22,19,11,0,0,0,0
Xavier,6,3,3,19,16,14,0,0,0,0
Hong Kong Cricket Club 6,6,3,3,16,13,17,0,1,0,0
Physical Chess 2,6,2,4,15,13,17,0,0,0,0
Twister 2,6,0,6,5,5,25,1,0,0,0
