Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 1A,7,7,0,25,18,3,0,1,0,0
Hong Kong Cricket Club 1,7,6,1,20,14,7,0,0,0,0
Hong Kong Football Club 1A,7,4,3,15,11,10,0,0,0,0
FWD,7,2,5,11,9,12,0,0,0,0
Hong Kong Football Club 1B,7,2,5,9,7,14,0,0,0,0
Kowloon Cricket Club 1B,7,0,7,4,4,17,1,0,0,0
