Team,Most Games,Most Wins,Highest Win Percentage
Electrify Squash Div 15,Chan Tsz Hin Benjamin (7),Chan Tsz Hin Benjamin (7),"Chou Kowk Wai, Cheung Chak Hang, Chan Tsz Hin Benjamin (100.0%)"
Fusion Squash Club 3,"Pun Zhe Qiao Kimi, Wang Alden (5)",Pun Zhe Qiao Kimi (2),Pun Zhe Qiao Kimi (40.0%)
RELAY 2,Hui Chi Lok (6),Hui Chi Lok (5),Hui Chi Lok (83.3%)
Serve - Ivors,"Finn Christopher, Sra Jai Singh (5)",Finn Christopher (5),Finn Christopher (100.0%)
Squash-On,Chan Lut Yin Marcus (7),Chan Lut Yin Marcus (5),Chan Lut Yin Marcus (71.4%)
Squashathon MeGa,Shi Tuofu (5),Shi Tuofu (2),Shi Tuofu (40.0%)
TNG 3,"Chung King Lok Jacob, Cheung Hei Sun, Ho Matthias Isaac (5)",Chung King Lok Jacob (2),Chung King Lok Jacob (40.0%)
i-Mask Advance Squash Club 6,Chu Nathan Yian Zhe (6),Lam Tsz Wang (2),Lam Tsz Wang (40.0%)
