Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6
i-Mask Advance Squash Club L3,20,12.016032064128256,7.9839679358717435,46.13827655310621,96.59318637274549,44.68937875751503,27.25450901803607,15.430861723446892,9.218436873747494,3.006012024048096,0.4008016032064128
Hong Kong Football Club L3B,20,11.176352705410821,8.823647294589179,42.44088176352706,84.56913827655312,22.645290581162325,23.847695390781563,17.635270541082164,20.440881763527056,13.026052104208416,2.404809619238477
Hong Kong Cricket Club Rockettes,20,10.330661322645291,9.669338677354709,41.91783567134269,82.56513026052104,15.831663326653306,21.24248496993988,24.04809619238477,21.442885771543086,12.224448897795591,5.210420841683367
Hong Kong Football Club L3C,20,10.31062124248497,9.68937875751503,40.99198396793587,77.75551102204409,12.424849699398797,19.839679358717436,26.853707414829657,18.637274549098194,15.631262525050099,6.613226452905812
JESSICA L3,20,8.697394789579159,11.302605210420841,36.921843687374746,44.68937875751503,4.008016032064128,6.4128256513026045,12.224448897795591,22.044088176352705,36.27254509018036,19.03807615230461
Hong Kong Football Club L3A,20,7.468937875751503,12.531062124248496,31.589178356713425,13.827655310621243,0.4008016032064128,1.402805611222445,3.807615230460922,8.216432865731463,19.839679358717436,66.33266533066133
