Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Cricket Club L4,17,16,1,55,39,12
JESSICA L4,15,13,2,52,39,6
Hong Kong Football Club JSA,16,11,5,45,35,13
Hong Kong Football Club L4,16,5,11,23,18,30
JESSICA Smashin' Mochi,15,4,11,19,15,30
Electrify Squash Ladies,16,3,13,13,11,37
i-Mask Advance Squash Club L4,15,3,12,10,8,37
