Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
TNG 1,19,18,1,91,75,20
Royal Hong Kong Yacht Club Div 13,19,14,5,77,63,32
TNG 2,18,15,3,74,62,28
Greenfield,19,12,7,71,59,36
North District Sports Association 2,19,11,8,63,52,43
Arctic Circle,19,10,9,61,51,44
Squashathon PLZ,18,8,10,56,48,42
Bravo D13,19,6,13,42,36,58
Vitality Squash 3,19,7,12,34,29,65
Star River 3,19,4,15,34,30,65
M&M Squash,19,5,14,33,30,65
Physical Chess 4,19,3,16,31,29,66
