Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
SKCSC,19,15,4,80,65,30
Hong Kong Football Club M4A,19,14,5,79,65,30
United Services Recreation Club M4,19,12,7,71,59,36
Hong Kong Football Club M4B,19,11,8,65,54,41
WAKO,19,8,11,50,42,53
Royal Hong Kong Yacht Club M4,19,8,11,48,40,55
Bolton,19,5,14,32,27,68
Hong Kong Club Blue,19,3,16,29,28,67
