Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,18,17,1,90,73,17
RELAY 2,19,14,5,83,69,26
Squash-On,19,13,6,72,59,35
Squashathon MeGa,18,8,9,50,42,45
Fusion Squash Club 3,19,7,12,49,42,53
TNG 3,19,8,11,44,38,57
i-Mask Advance Squash Club 6,19,6,13,40,34,61
Serve - Ivors,19,1,17,-7,14,77
