Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Sha Tin 4,100.0,100.0,100.0,100.0,100.0,100.0,15
Kwai Tsing District Squash Club,100.0,100.0,100.0,100.0,100.0,100.0,5
RELAY 1,100.0,100.0,100.0,100.0,50.0,90.0,10
United Services Recreation Club 3,100.0,50.0,75.0,75.0,50.0,70.0,20
Banbil,50.0,50.0,100.0,50.0,50.0,60.0,10
Thunder 2,0.0,50.0,100.0,50.0,100.0,60.0,9
Squashathon Advance,0.0,100.0,100.0,0.0,100.0,60.0,5
Hong Kong Cricket Club D10,50.0,25.0,25.0,0.0,50.0,30.0,20
i-Mask Advance Squash Club 4,0.0,0.0,0.0,100.0,0.0,20.0,4
Mercury,0.0,33.33333333333333,33.33333333333333,0.0,0.0,13.333333333333332,15
Bravo D10,0.0,0.0,0.0,0.0,0.0,0.0,5
