Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Sha Tin 5,66.66666666666666,66.66666666666666,100.0,100.0,100.0,86.66666666666666,10
Physical Chess 4,75.0,100.0,100.0,75.0,75.0,85.0,20
Global Squash 2,75.0,75.0,75.0,75.0,75.0,75.0,20
Royal Hong Kong Yacht Club Div 12,100.0,50.0,50.0,100.0,50.0,70.0,10
Winter Warriors,66.66666666666666,33.33333333333333,100.0,33.33333333333333,100.0,66.66666666666666,14
Star River 1,33.33333333333333,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,53.33333333333333,15
Hong Kong Football Club 12A,0.0,66.66666666666666,33.33333333333333,100.0,66.66666666666666,53.33333333333333,15
SKCSC Div 12,25.0,75.0,50.0,33.33333333333333,66.66666666666666,49.99999999999999,18
Hong Kong Football Club 12B,25.0,25.0,50.0,33.33333333333333,66.66666666666666,39.99999999999999,18
CSD Squash Team,66.66666666666666,0.0,0.0,0.0,0.0,13.333333333333332,5
Latecomers,0.0,0.0,0.0,0.0,0.0,0.0,4
