Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,10,9,1,49,40,10
RELAY 2,10,8,2,46,38,12
Squash-On,10,6,4,33,27,22
Fusion Squash Club 3,10,4,6,28,24,26
Squashathon MeGa,10,5,5,27,22,28
TNG 3,10,5,5,24,20,30
i-Mask Advance Squash Club 6,10,2,8,17,15,35
Serve - Ivors,10,1,9,13,13,36
