Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Sha Tin 3,8,8,0,44,36,4
Hong Kong Football Club 8,8,7,1,34,27,13
Physical Chess 3,9,5,4,30,25,20
Ladies Recreation Club Div 8,7,6,1,29,23,12
Striving Squash,9,4,5,24,20,25
Squashathon Zero,8,3,5,24,21,19
TOMCAT,8,2,6,14,12,28
i-Mask Advance Squash Club 2,8,1,7,14,13,27
Kinetic 2,9,1,8,9,8,37
