Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club L2,10,9,1,38,29,11
Hong Kong Football Club L2B,10,9,1,37,28,12
JESSICA L2,10,6,4,35,29,11
Hong Kong Football Club L2A,10,1,9,17,16,24
Hong Kong Cricket Club L2,10,3,7,13,10,30
Hong Kong Football Club L2C,10,2,8,8,8,32
