Team,Played,Won,Lost,Points
Squashathon Junior,20,14,6,85
Happy Squash 5,20,14,6,78
Dream Catchers,19,15,4,75
TKO Junior 2,20,14,6,74
Vitality Squash 3,19,8,11,49
Electrify Squash Div 15,20,6,14,37
RC,19,5,14,26
NEXUS 4,19,3,16,26
