Team,Played,Won,Lost,Points
X-Alpha 4,20,16,4,88
Smart Squash 1,20,15,5,83
Happy Squash 3,20,11,9,68
TNG 1,20,12,8,65
Vitality Squash 1,20,6,14,37
Fusion Squash Club 2,20,0,20,15
