Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Kowloon Cricket Club 1A,-33.33333333333333,0.0,0.0,-11.111111111111109
Hong Kong Football Club 1,-50.0,-25.0,33.33333333333334,-13.888888888888886
Hong Kong Cricket Club 1,-25.0,0.0,-16.66666666666667,-13.888888888888893
FWD,-50.0,-25.0,25.0,-16.666666666666664
Kowloon Cricket Club 1B,-66.66666666666666,-66.66666666666667,33.33333333333333,-33.33333333333333
