Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
X-Alpha 3,14.141414141414153,38.63636363636363,13.636363636363633,7.5,4.444444444444443,15.671717171717177
Hong Kong Football Club 7B,0.0,23.333333333333343,3.333333333333343,3.333333333333343,37.777777777777786,13.555555555555557
Hong Kong Racketlon Association 1,12.5,-16.07142857142857,10.714285714285715,23.214285714285715,19.047619047619044,9.880952380952381
Kowloon Cricket Club 7,0.0,-18.181818181818183,9.0909090909091,15.45454545454546,19.444444444444443,5.161616161616166
Twister 1,-4.761904761904759,4.761904761904773,19.04761904761905,0.0,-16.666666666666664,0.4761904761904887
The Squash Club 1,0.0,28.57142857142857,-14.285714285714278,-23.809523809523803,7.142857142857139,-0.4761904761904532
Hong Kong Football Club 7A,-10.0,10.0,7.777777777777786,-17.5,2.3809523809523654,-1.4682539682539755
Happy Squash 2,15.151515151515145,-8.080808080808076,-23.232323232323232,-17.04545454545454,20.634920634920633,-2.514430014430012
Fusion Squash Club 1,8.181818181818183,-1.8181818181818166,-11.818181818181817,5.0,-15.555555555555557,-3.2020202020202007
Physical Chess 1,-37.5,0.0,-37.5,23.214285714285708,28.57142857142857,-4.642857142857125
Friend Club 2,-12.72727272727273,-22.72727272727273,34.34343434343434,22.22222222222223,-52.777777777777786,-6.333333333333336
i-Mask Advance Squash Club 2,4.761904761904759,-33.333333333333336,-33.33333333333333,-30.0,25.0,-13.38095238095238
