Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Football Club M3B,14.285714285714285,28.57142857142857,42.857142857142854,-14.285714285714285,28.57142857142857,20.000000000000007
Royal Hong Kong Yacht Club M3,33.92857142857143,-7.142857142857139,-5.357142857142854,21.42857142857143,-8.92857142857143,6.785714285714292
Hong Kong Club Blue,14.285714285714292,14.285714285714285,-14.285714285714285,0.0,0.0,2.8571428571428683
Phoenix,-4.761904761904773,0.0,14.285714285714292,0.0,0.0,1.9047619047619122
United Services Recreation Club M3,12.5,12.5,-12.5,-37.5,21.42857142857143,-0.7142857142857082
Hong Kong Cricket Club M3,12.5,0.0,12.5,-12.5,-25.0,-2.5
Bolton,0.0,4.761904761904759,19.047619047619044,-40.476190476190474,-11.904761904761905,-5.714285714285719
Kowloon Cricket Club M3,-12.5,-12.5,-12.5,12.5,-8.92857142857143,-6.785714285714292
Hong Kong Football Club M3A,21.42857142857143,40.476190476190474,2.3809523809523654,-50.000000000000014,-49.99999999999999,-7.142857142857146
