Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Spirit 3,16,15,1,89,2,9,0,1,75,5
i-MASK Advance Squash Club 8,16,13,3,62,0,2,1,2,50,30
GS 2,16,10,6,56,3,0,0,2,46,34
The Zero Squash Club 3,16,9,7,50,0,1,0,4,41,39
SKCSC,16,8,8,48,0,1,0,0,40,40
Kinetic 4,16,6,10,44,0,5,0,3,38,42
DR. SQUASH 1,15,8,7,29,0,0,7,1,34,41
Friend Club 6,14,0,14,9,14,2,6,0,15,55
Hong Kong Cricket Club Junior 1,15,1,14,6,1,0,0,1,11,64
