Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
i-Mask Advance Squash Club 12,21,18,3,98,0,0,0,0,81,24
United Services Recreation Club 4,21,19,2,94,0,0,0,0,75,30
Invader Squash,21,12,9,77,0,1,0,0,65,40
Striking Killers,21,11,10,65,0,0,0,0,54,51
ZOMA,21,8,13,56,0,1,1,2,49,56
HKCC Tuesday Night Rockers,21,6,15,42,0,0,0,2,36,69
The Squash Club 4,20,4,16,34,3,0,1,0,32,68
Royal Hong Kong Yacht Club 15,20,5,15,26,0,1,2,0,23,77
