Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club 8B,16,15,1,80,0,0,0,0,65,15
Hong Kong Football Club 8A,16,14,2,72,0,1,0,0,58,22
Perrier Sergio Tacchini KCC 5,16,11,5,61,0,0,0,2,51,29
Police 1,16,5,11,47,0,0,0,1,42,38
Hong Kong Cricket Club 5,16,7,9,46,0,5,0,5,39,41
Honey Badgers 1,16,8,8,38,0,0,1,2,34,46
Hong Kong Cricket Club 4,15,5,10,30,0,0,0,0,25,50
Target,16,3,13,22,0,5,1,0,20,60
Hang Seng Management College,15,3,12,16,11,0,8,0,21,54
