Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Twister 2,21,19,2,103,0,5,0,0,85,20
Real Neo-Active Club,21,17,4,89,0,5,0,5,72,33
Mercury,21,13,8,68,0,0,0,5,63,42
Relay 1,21,12,9,67,0,16,0,0,55,50
Star River 3,21,11,10,64,0,5,0,0,53,52
KYS 1,21,5,16,45,0,5,0,5,43,62
Friend Club 7,18,1,17,23,6,0,0,0,22,68
i-MASK Advance Squash Club 9,18,3,15,-1,30,0,15,0,12,78
