Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Sovereign Group LRC M3,18,13,5,73,1,0,0,0,60,30
USRC M3,18,12,6,63,0,1,0,0,51,39
Hong Kong Cricket Club M3,18,12,6,62,0,0,0,0,50,40
Hong Kong Football Club M3B,18,9,9,54,0,0,0,0,45,45
The Hong Kong Jockey Club,18,7,11,52,0,0,0,0,45,45
Hong Kong Football Club M3A,18,6,12,40,0,0,0,0,34,56
JAWS Master,18,4,14,34,0,0,0,0,30,60
